"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1","@ronmarz very true. #sad",FALSE,0,"ronmarz",2016-02-21 23:59:15,FALSE,"701554388473663488","701556824802271232","45052430","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JenniferLMeyer",0,FALSE,FALSE,NA,NA
"2","RT @steelkat555: I'm notorious for burning pancakes when I cook alone because I get distracted. This morning was no exception.  #sad https:…",FALSE,0,NA,2016-02-21 23:54:08,FALSE,NA,"701555535682871296",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","quatzal",1,TRUE,FALSE,NA,NA
"3","It was black silk too.. #sad",FALSE,0,NA,2016-02-21 23:52:30,FALSE,NA,"701555122589962241",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DigitalFeels",0,FALSE,FALSE,NA,NA
"4","@AlexCSinger16 @McSquirmishes @XPravdaX @YouTube this is coordinated
They started saying this shirt a few days before NV Caucasus
#sad",FALSE,0,"AlexCSinger16",2016-02-21 23:51:58,FALSE,"701519272829267968","701554989169188864","4183971489","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LizardTrump",0,FALSE,FALSE,NA,NA
"5","When trials come and they seem so hard to bear. Yes Jesus knows what your going through... #sad",FALSE,0,NA,2016-02-21 23:51:05,FALSE,NA,"701554769639256064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","shaneil_hutton",0,FALSE,FALSE,NA,NA
"6","I need a life, I've been in bed watching #Netflix for nearly 9 hours! #sad #needalife",FALSE,1,NA,2016-02-21 23:48:11,FALSE,NA,"701554039062970368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","EmilyHigginsx",0,FALSE,FALSE,NA,NA
"7","@AdamSilvera I Can't believe that I miss that chance #sad",FALSE,0,"AdamSilvera",2016-02-21 23:47:46,FALSE,"701550073579225091","701553931323883521","329495717","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BlogRe_View",0,FALSE,FALSE,NA,NA
"8","I'm hoping the cyclist(s) hit by a car on Hwy 36 are OK.  The bike(s) were an almost unidentifiable crumpled mass on the shoulder.  #sad.",FALSE,0,NA,2016-02-21 23:47:02,FALSE,NA,"701553747630039040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mattotrek",0,FALSE,FALSE,NA,NA
"9","Kylie Jenner is 18 years old &amp;&amp; she has more money now than I'll ever make in a lifetime #sad",FALSE,0,NA,2016-02-21 23:45:18,FALSE,NA,"701553311594360832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beccataylor24",0,FALSE,FALSE,NA,NA
"10","@courttwilliams awe I don't get to see you at gym <ed><U+00A0><U+00BD><ed><U+00B8><U+00B0> #sad",FALSE,1,"courttwilliams",2016-02-21 23:44:47,FALSE,"701552545609732097","701553183609458688","553112678","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lindsayschuu",0,FALSE,FALSE,NA,NA
"11","How To Draw a #Floral #Umbrella #Dontbesad #sad #heppiness #Sadness #nature #how #sketch #sketching #happy #youtube #YoutubeChannel #photo …",FALSE,0,NA,2016-02-21 23:44:38,FALSE,NA,"701553145487433728",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","dontbesaddont",0,FALSE,FALSE,NA,NA
"12","RT @flova333: Going from California back to Utah is like being in the normal part of Costco and then walking into the vegetable/fruit fridg…",FALSE,0,NA,2016-02-21 23:43:36,FALSE,NA,"701552884597436416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amychap2016",2,TRUE,FALSE,NA,NA
"13","They will B

Just wait

&amp;Look how much we just want them inThe sameDANGroom 2gether @The100writers
#Sad #Clarktavia  https://t.co/Av55Nu3KVK",FALSE,0,NA,2016-02-21 23:43:31,FALSE,NA,"701552863609274374",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clarketaviaa",0,FALSE,FALSE,NA,NA
"14","RT @x_WifeyyTypee: Booah Smh #Sad https://t.co/SpBfVb8NlE",FALSE,0,NA,2016-02-21 23:43:31,FALSE,NA,"701552861688287232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheyHateSD",1,TRUE,FALSE,NA,NA
"15","Booah Smh #Sad https://t.co/SpBfVb8NlE",FALSE,0,NA,2016-02-21 23:43:20,FALSE,NA,"701552817513705474",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","x_WifeyyTypee",1,FALSE,FALSE,NA,NA
"16","Now playing  :  Helen Jane Long - "" Intervention"" on

https://t.co/8LVDOL0B1j

#sadmusic #sadsong #sad",FALSE,0,NA,2016-02-21 23:42:46,FALSE,NA,"701552673254936576",NA,"<a href=""http://share.radionomy.com"" rel=""nofollow"">Share.Radionomy.com</a>","SadPianoMusic",0,FALSE,FALSE,NA,NA
"17","Governor John Kasich Signs Ohio Bill to Cut Planned Parenthood Funding - NBC News #sad  https://t.co/7uMxWZsO7e",FALSE,1,NA,2016-02-21 23:42:31,FALSE,NA,"701552610403160064",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","juliebrown222",1,FALSE,FALSE,NA,NA
"18","I'd do anything to distract my heart. #quotes #sad #sadquotes #love #lovequotes #heartbreak #heartbroken #relations… https://t.co/8amxjVQEz8",FALSE,1,NA,2016-02-21 23:41:36,FALSE,NA,"701552383072018432",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","baracinta15",0,FALSE,FALSE,NA,NA
"19","Studying #sad",FALSE,0,NA,2016-02-21 23:41:07,FALSE,NA,"701552257733681152",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>","MetalicaEsLaLuz",0,FALSE,FALSE,NA,NA
"20","Some bitches has no self hygiene. #sad<ed><U+00A0><U+00BD><ed><U+00B8><U+00AA>",FALSE,0,NA,2016-02-21 23:40:18,FALSE,NA,"701552053051650048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ballerking11",0,FALSE,FALSE,NA,NA
"21","RT @flova333: Going from California back to Utah is like being in the normal part of Costco and then walking into the vegetable/fruit fridg…",FALSE,0,NA,2016-02-21 23:38:56,FALSE,NA,"701551709168906240",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emilyharris04",2,TRUE,FALSE,NA,NA
"22","That is one of the most frightening images ever. #sad  https://t.co/UtcAV9KqR2",FALSE,0,NA,2016-02-21 23:38:43,FALSE,NA,"701551654575824896",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ProfessorDNA",0,FALSE,FALSE,NA,NA
"23","RT @Chella_x3: Ppl will believe someone else's lie before they believe your truth. #sad",FALSE,0,NA,2016-02-21 23:35:12,FALSE,NA,"701550768629755904",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Brookenwebb14",1,TRUE,FALSE,NA,NA
"24","@petebarton7 @LivLivesyx_x omg  how many accounts do one person fucking needs. #sad",FALSE,0,"petebarton7",2016-02-21 23:34:27,FALSE,"701550094064164864","701550583329779715","2605843171","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","VictoriaSugden9",0,FALSE,FALSE,NA,NA
"25","@MikeDury @catholiclawyer After last night saying we need to stop. #sad",FALSE,1,"MikeDury",2016-02-21 23:31:01,FALSE,"701548347262373889","701549719416221697","213682009","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jannyfayray",0,FALSE,FALSE,NA,NA
"26","I have had such a rubbish day #Sad",FALSE,1,NA,2016-02-21 23:30:39,FALSE,NA,"701549627343052800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Miss_Scots",0,FALSE,FALSE,NA,NA
"27","You know what's the turning point? Paying $30 for two burgers and fries #sad",FALSE,0,NA,2016-02-21 23:28:43,FALSE,NA,"701549138824056832",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Antibase_",0,FALSE,FALSE,NA,NA
"28","My 16 y/o cousin is way cooler than me and she likes all my photos out of pity #sad",FALSE,4,NA,2016-02-21 23:27:53,FALSE,NA,"701548928932556800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","oellejay",0,FALSE,FALSE,NA,NA
"29","Finally got my first A on a test that wasnt music yay #sad",FALSE,0,NA,2016-02-21 23:27:11,FALSE,NA,"701548752079867904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mstpandaa",0,FALSE,FALSE,NA,NA
"30","#mood #sad #sadness #inthecar #cant #sleep #no #dreams #need #some #you #angry by waryat93 https://t.co/rcXkB2mQ5R https://t.co/7D3AI2S1T0",FALSE,0,NA,2016-02-21 23:26:17,FALSE,NA,"701548524622761984",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","InstaPrague",0,FALSE,FALSE,NA,NA
"31","I miss my roadtrip buddy <ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> @larrxbullshipper miss u kenny <U+2764> [ #roadtrip #travel #sad #blackandwhite #photoftheday #… https://t.co/f7trb2h9Av",FALSE,0,NA,2016-02-21 23:26:12,FALSE,NA,"701548507501608960",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","PeepholeWorld",0,FALSE,FALSE,NA,NA
"32","He is just fearful that his #ignorantbigoty is going by way of the dinosaur.  #Sad&amp;irrelevant.  https://t.co/TT2fkn4LYX",FALSE,0,NA,2016-02-21 23:26:07,FALSE,NA,"701548482499375105",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","d21parker",0,FALSE,FALSE,NA,NA
"33","RT @biIexuality: she looks so delicate and #sad make it stop  https://t.co/dMod7TYZeV",FALSE,0,NA,2016-02-21 23:25:54,FALSE,NA,"701548430523551744",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hightidescamila",22,TRUE,FALSE,NA,NA
"34","@AlbaneseLaura Lol just saw a pic a media member posted and couldn't believe my eyes One section in lower level looked completely empty #sad",FALSE,0,"AlbaneseLaura",2016-02-21 23:24:16,FALSE,"701546595821690880","701548019351732224","85945067","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PsychoNetsFan",0,FALSE,FALSE,NA,NA
"35","Listening to soothing or #sad #music while in a traffic jam lowers #blood #pressure and #stress, according to a #study.",FALSE,0,NA,2016-02-21 23:23:50,FALSE,NA,"701547909167325191",NA,"<a href=""http://m.dabr.co.uk"" rel=""nofollow"">Dabr</a>","Krishnavel6",0,FALSE,FALSE,NA,NA
"36","@Mattfobrien Brilliant talking point - attempting to discredit my integrity b/c you have no facts to use for your argument. #sad  @tedcruz",FALSE,0,"Mattfobrien",2016-02-21 23:23:10,FALSE,"701545923978129408","701547743760617472","898824396","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","girl_chef1",0,FALSE,FALSE,NA,NA
"37","#Geekedupdetroitchallenge Clearly this is not what I thought it was going to be #sad #technology #disappointment",FALSE,0,NA,2016-02-21 23:22:35,FALSE,NA,"701547593919123456",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Michaeldvorscak",0,FALSE,FALSE,NA,NA
"38","Feel like crap and my backs in agony <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #killmenow #feelingsorryformyself #backpain #sad #pityparty #bleh",FALSE,0,NA,2016-02-21 23:21:46,FALSE,NA,"701547388427751424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BeccaMcIntosh22",0,FALSE,FALSE,NA,NA
"39","had to get rid of my #rufio track jacket that i drunk purchased at #skateandsurf in like 2003. #sad",FALSE,1,NA,2016-02-21 23:21:12,FALSE,NA,"701547245729144834",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","mabelrosenheck",0,FALSE,FALSE,NA,NA
"40","<ed><U+00A0><U+00BD><ed><U+00B8><U+0094> #Sad #Tech Fidor and Kraken want to create “world’s first cryptocurrency bank... https://t.co/m2F8sxgsMy https://t.co/lNLbkaEPdQ",FALSE,0,NA,2016-02-21 23:20:59,FALSE,NA,"701547192918499328",NA,"<a href=""http://www.myeffecto.com/discover"" rel=""nofollow"">TechEffecto</a>","TechEffecto",0,FALSE,FALSE,NA,NA
"41","@Parkopedia So u publish but don't operate? Jesus what a shy away 'not me guv' set up. Who is the person responsible at the airport? #sad",FALSE,0,"Parkopedia",2016-02-21 23:20:39,FALSE,"701463791150743553","701547108520824832","34344155","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","keepingitbrief",0,FALSE,FALSE,NA,NA
"42","Feeling sad after our friends left to go back home after this weekend. It was so nice having friends visit. #sad",FALSE,0,NA,2016-02-21 23:20:31,FALSE,NA,"701547075993935873",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bluelily17",0,FALSE,FALSE,NA,NA
"43","Found out another one of my #friends #passed away a few days ago #sad #life  #RIP #Brother #live #bittersweetlife https://t.co/elO6PuXWwP",FALSE,0,NA,2016-02-21 23:20:10,FALSE,NA,"701546988169523200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rav_Kooch",0,FALSE,FALSE,NA,NA
"44","RT @KyoSinomi: One of the most depressing things about living with my parents after college is that I have no night life (or life in genera…",FALSE,0,NA,2016-02-21 23:20:09,FALSE,NA,"701546984906182656",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RoseNezzy",1,TRUE,FALSE,NA,NA
"45","RT @Bugahabart: @MeanStreetsOMA Unfortunately, there are divorced parents that document even 1 minute late to hold it over the other. Just …",FALSE,0,NA,2016-02-21 23:18:12,FALSE,NA,"701546493858025472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MeanStreetsOMA",1,TRUE,FALSE,NA,NA
"46","Why do I have to think you all day? #unloved #sad #missu",FALSE,0,NA,2016-02-21 23:17:55,FALSE,NA,"701546419744804865",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LilianaLombana",0,FALSE,FALSE,NA,NA
"47","@BirchboxUK Disappointed all Beauty Protect products have jumped up in price. #sad #nomoreforme #saveuppoints",FALSE,0,"BirchboxUK",2016-02-21 23:17:28,FALSE,NA,"701546306347597824","198928996","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sam_smith73",0,FALSE,FALSE,NA,NA
"48","@MeanStreetsOMA Unfortunately, there are divorced parents that document even 1 minute late to hold it over the other. Just documenting. #sad",FALSE,8,"MeanStreetsOMA",2016-02-21 23:17:01,FALSE,"701541078491488258","701546196033114112","1416683976","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bugahabart",1,FALSE,FALSE,NA,NA
"49","RT @woyonp: Also lost respect for Chelsea fans today coining city kids cause they scored!! Richer than you dont need your lose change ta #s…",FALSE,0,NA,2016-02-21 23:15:59,FALSE,NA,"701545932857462784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ds71",8,TRUE,FALSE,NA,NA
"50","RT @TheTruth1011: @mms5048 @repmom2 

Unfortunately, I've met a few people who really like Ted Cruz. <ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>#sad #pathetic #wtf",FALSE,0,NA,2016-02-21 23:14:40,FALSE,NA,"701545603910619136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mms5048",1,TRUE,FALSE,NA,NA
"51","Uber driver open fire and kills 6ppl in Kalamazoo #SAD #NOREASON",FALSE,1,NA,2016-02-21 23:13:58,FALSE,NA,"701545424964947968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ecHicks14",0,FALSE,FALSE,NA,NA
"52","@mms5048 @repmom2 

Unfortunately, I've met a few people who really like Ted Cruz. <ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>#sad #pathetic #wtf",FALSE,0,"mms5048",2016-02-21 23:13:25,FALSE,"701542595563016196","701545287815471104","113243806","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheTruth1011",1,FALSE,FALSE,NA,NA
"53","I'm craving ProStars cereal.  I dunno why! I can even remember how it tasted! @OfficialGretzky #Gretzky #sad https://t.co/JjEPGBi6DM",FALSE,0,NA,2016-02-21 23:11:05,FALSE,NA,"701544703058190337",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kreature",0,FALSE,FALSE,NA,NA
"54","@Thunder_Digest ha ha same as warriors which was reported on ESPN earlier today.  Nobody reports that stuff about OKC #Sad",FALSE,0,"Thunder_Digest",2016-02-21 23:09:49,FALSE,"701541992807817216","701544381778513921","320963580","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","coachstanfill",0,FALSE,FALSE,NA,NA
"55","Long Time without my eyes being swollen. Hello again there <ed><U+00A0><U+00BD><ed><U+00B1><U+008B> #sad",FALSE,1,NA,2016-02-21 23:09:41,FALSE,NA,"701544347188256768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RainbowJenni",0,FALSE,FALSE,NA,NA
"56","My mom won't let me get my nipples pierced. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A2> #sad",FALSE,1,NA,2016-02-21 23:06:35,FALSE,NA,"701543570847563776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","M_Barbieee",0,FALSE,FALSE,NA,NA
"57","@RegisteredPNut - how much fun would it have been if they'd done this...oh...more than 5 minutes ago? #earlyelectioncoming #sad",FALSE,1,"RegisteredPNut",2016-02-21 23:05:56,FALSE,"701542889327702018","701543404358934528","2532722072","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","fluffymason",0,FALSE,FALSE,NA,NA
"58","RT @ElizabethETK: WTH? Are u speaking English? Ur bio claims #educated &amp; BTW, you unblocked me just2 keep arguing? #sad #batshit #tcot http…",FALSE,0,NA,2016-02-21 23:04:25,FALSE,NA,"701543023738380288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","underwarecrayon",1,TRUE,FALSE,NA,NA
"59","<ed><U+00A0><U+00BD><ed><U+00B3><U+00B9> kpopinstagrampictures: missnam90: #crying #<U+C6B8><U+BCF4> #<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #triple #snow #three #sister #sad #sadgram #<U+B300><U+AE30><U+C2E4> #<U+C0C1><U+D669>... https://t.co/RMjTFfTa2o",FALSE,0,NA,2016-02-21 23:03:07,FALSE,NA,"701542694523424768",NA,"<a href=""http://linkis.com"" rel=""nofollow"">Linkis.com</a>","zmprodigy",0,FALSE,FALSE,NA,NA
"60","@georgegalloway first you share a platform with UKIP bigots and then you disregard EU laws which have benefited British workers #sad",FALSE,0,"georgegalloway",2016-02-21 23:02:15,FALSE,"701002090932469760","701542479926009858","15484198","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","cutanddried",0,FALSE,FALSE,NA,NA
"61","#Uber is creating a whole generation of cheap people who has forgotten sharing the wealth is good for economy. #Sad https://t.co/FuaZQEuCEe",FALSE,5,NA,2016-02-21 22:59:23,FALSE,NA,"701541755083165697",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ChicagoCabbie",0,FALSE,FALSE,NA,NA
"62","RT @Todd_Klassy: Falling homestead. Now gone.
Winifred, #Montana
#abandoned #old #sad #mtpics #rural #history https://t.co/0VFw7O5JJH",FALSE,0,NA,2016-02-21 22:58:45,FALSE,NA,"701541597846990848",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LyndaJoHunt",3,TRUE,FALSE,NA,NA
"63","@TackleWarehouse When you pay for 2 day shipping and it notifies you that you're order will arrive in 5 days #Sad #fishingprobs",FALSE,0,"TackleWarehouse",2016-02-21 22:57:21,FALSE,NA,"701541247052218368","22851556","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VLummy",0,FALSE,FALSE,NA,NA
"64","@SPORTalkFlyers   Nooooooo!!!!!!!!!!!!    <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4> <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00AC>  <ed><U+00A0><U+00BD><ed><U+00B8><U+0092>  We need MDZ!  #sad #FlyGuys",FALSE,0,"SPORTalkFlyers",2016-02-21 22:56:16,FALSE,"700106562401148928","701540973474611200","3400875191","<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>","Jennafee70",0,FALSE,FALSE,NA,NA
"65","@holland_tom Sorry Tom. This is so hard to swallow. Boris is positioning. Self before country. #sad",FALSE,0,"holland_tom",2016-02-21 22:55:12,FALSE,"701539545758703618","701540703575404544","239885144","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","maggivaughan",0,FALSE,FALSE,NA,NA
"66","@HeAintReally the heritage of great labels like Elektra and Atlantic long compromised by shitty industry in 21st century. No heritage. #sad",FALSE,1,"HeAintReally",2016-02-21 22:53:38,FALSE,"701539174655008768","701540309981904896","19512428","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mdnathan",0,FALSE,FALSE,NA,NA
"67","No lighty no likey #sad",FALSE,0,NA,2016-02-21 22:53:00,FALSE,NA,"701540152053727233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RyanBCFC95",0,FALSE,FALSE,NA,NA
"68","@JasonHButt @telegraphga #sad just sad...next excuse...floor to hard...",FALSE,0,"JasonHButt",2016-02-21 22:52:45,FALSE,"701147364900347904","701540089336307712","63159274","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BonnieWatson01",0,FALSE,FALSE,NA,NA
"69","I'm trying to cheer myself up with some retail therapy, but can't find anything I want to buy.... #sad",FALSE,2,NA,2016-02-21 22:52:15,FALSE,NA,"701539959803609089",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jesssicarusso",0,FALSE,FALSE,NA,NA
"70","@TheXclass Racists truly are the most common of folks. Simple and small in their hate. #Sad @amizkel @pizzmoe @Bucco_Blast @AmyStephen",FALSE,1,"TheXclass",2016-02-21 22:52:14,FALSE,"701536818613760001","701539956754399233","27446191","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FrReigns",0,FALSE,FALSE,NA,NA
"71","Really happy about the Miss Bradford Strawberry Pageant, but really upset I can't compete. #sad #EndRevengePorn",FALSE,0,NA,2016-02-21 22:51:30,FALSE,NA,"701539771684769792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","not_Jtp",0,FALSE,FALSE,NA,NA
"72","Someone needs to help Delonte West https://t.co/u5KRbZKE9y via @nypost

#scary &amp; #sad to see #West in this shape",FALSE,0,NA,2016-02-21 22:50:35,FALSE,NA,"701539542721912832",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","steveberkowitz",0,FALSE,FALSE,NA,NA
"73","I told the cutest little black girl ""no"" when she asked if I wanted to buy some candy from her didn't register until afterward made me #sad",FALSE,0,NA,2016-02-21 22:50:26,FALSE,NA,"701539503287230464",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Satomi_Shimizu",0,FALSE,FALSE,NA,NA
"74","If George Steinbrenner were alive he would've booted Randy Levine, Lon Tross &amp; his son ""George Lite"" for hiring these idiots #Yankees #sad",FALSE,0,NA,2016-02-21 22:49:33,FALSE,NA,"701539283698589698",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dontotter",0,FALSE,FALSE,NA,NA
"75","How to Draw a Bow Tie #Tie #Dontbesad #sad #heppiness #Sadness #nature #how #sketch #sketching #happy #drawing_channel #youtube #bow #bow_t…",FALSE,0,NA,2016-02-21 22:46:41,FALSE,NA,"701538558843219968",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","dontbesaddont",0,FALSE,FALSE,NA,NA
"76","<ed><U+00A0><U+00BD><ed><U+00B8><U+0094> #Sad #Tech GHash.IO promises to establish 40% hashrate limit to prevent ‘51% ... https://t.co/bxp4QfAXws https://t.co/AV5INJPwp8",FALSE,0,NA,2016-02-21 22:45:13,FALSE,NA,"701538189610102784",NA,"<a href=""http://www.myeffecto.com/discover"" rel=""nofollow"">TechEffecto</a>","TechEffecto",0,FALSE,FALSE,NA,NA
"77","@BretBaier You and other Fox shows fight to have Trump on, but you are all afraid to press him for specifics lest he won't come back. #sad",FALSE,0,"BretBaier",2016-02-21 22:45:02,FALSE,NA,"701538145351901186","18646108","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Garbest",0,FALSE,FALSE,NA,NA
"78","#tragedy #sad #HappyDays Knowledge empowers site::Love is #blind only #marriage opens your eyes https://t.co/SQ8bsRMDC9",FALSE,0,NA,2016-02-21 22:44:03,FALSE,NA,"701537898668158977",NA,"<a href=""https://www.tweetsuite.com/"" rel=""nofollow"">Tweet Suite</a>","ModernWorldHub",0,FALSE,FALSE,NA,NA
"79","@megynkelly @KatyTurNBC Because networks like yours tuck their tails and let him behave like a bully, his followers act just like him. #sad",FALSE,1,"megynkelly",2016-02-21 22:44:02,FALSE,"701537582631542784","701537894998138880","110445334","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","LuvMyGovner",0,FALSE,FALSE,NA,NA
"80","RT @trueNija: This is how @PdpNigeria wasted 16years have turned Nigeria into. I'm not smiling #Sad https://t.co/RaLxnNbxHh",FALSE,0,NA,2016-02-21 22:43:41,FALSE,NA,"701537804636069888",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for BlackBerry</a>","Kollynspace",19,TRUE,FALSE,NA,NA
"81","And it's a masterpiece.

#anime #manga #animequotes #mangaquotes #relatable #sadanime #sadmanga #sad #forgotten #lo… https://t.co/kES1KH6PHQ",FALSE,0,NA,2016-02-21 22:43:22,FALSE,NA,"701537727561527296",NA,"<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","baracinta15",0,FALSE,FALSE,NA,NA
"82","My sisters keeper gets me every time <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> #sad",FALSE,1,NA,2016-02-21 22:42:48,FALSE,NA,"701537582577008641",NA,"<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","Chloe_Marsden",0,FALSE,FALSE,NA,NA
